Periode,Anciennete,Montant_Mensuel,Support_Appels,Contrat,Churn
9,35,80.45,1.0,Mensuel,1
15,36,,,Mensuel,0
11,3,65.27,0.0,Mensuel,1
16,47,102.01,1.0,1 an,0
20,1,,2.0,Mensuel,1
9,57,67.57,4.0,Mensuel,1
13,51,84.73,4.0,1 an,0
2,58,119.2,0.0,1 an,0
18,9,49.47,3.0,Mensuel,0
12,62,45.26,1.0,Mensuel,0
12,39,39.49,1.0,2 ans,0
13,62,93.58,,Mensuel,0
6,50,66.32,1.0,Mensuel,1
15,47,62.44,2.0,Mensuel,0
18,3,43.4,2.0,Mensuel,1
9,50,112.91,,Mensuel,1
4,32,65.16,0.0,Mensuel,1
10,61,,6.0,Mensuel,1
5,49,31.8,0.0,1 an,0
9,6,31.87,,Mensuel,0
16,64,28.48,1.0,2 ans,0
3,5,57.23,1.0,Mensuel,1
18,22,,2.0,Mensuel,1
6,16,45.42,3.0,2 ans,1
22,70,59.99,0.0,1 an,0
18,11,22.15,1.0,Mensuel,1
7,60,56.55,0.0,2 ans,0
14,16,,,Mensuel,0
3,47,,,Mensuel,0
3,7,20.63,0.0,2 ans,0
23,28,98.21,2.0,1 an,0
20,45,122.47,1.0,Mensuel,1
4,51,83.23,2.0,1 an,0
7,62,30.39,3.0,Mensuel,0
5,58,121.03,1.0,Mensuel,0
10,37,122.16,0.0,2 ans,0
7,22,68.57,2.0,1 an,0
8,19,31.72,2.0,1 an,0
13,71,96.88,,1 an,0
5,44,118.17,1.0,1 an,0
22,65,,2.0,Mensuel,1
18,31,88.51,1.0,2 ans,0
19,35,87.43,1.0,Mensuel,1
5,59,119.84,3.0,1 an,0
17,52,29.21,2.0,Mensuel,0
21,15,38.0,4.0,Mensuel,1
5,38,104.87,2.0,Mensuel,0
19,16,37.21,,Mensuel,0
9,55,60.36,2.0,Mensuel,1
19,3,51.92,2.0,1 an,0
12,59,46.47,2.0,2 ans,0
20,66,24.44,0.0,Mensuel,1
4,2,77.62,3.0,Mensuel,1
10,45,62.48,1.0,1 an,0
7,6,,,Mensuel,1
6,26,51.55,1.0,2 ans,0
8,24,117.62,1.0,Mensuel,0
10,37,,0.0,Mensuel,1
4,66,,2.0,Mensuel,0
17,33,58.83,2.0,2 ans,0
14,29,21.37,,Mensuel,0
20,7,106.23,1.0,1 an,0
17,64,109.88,3.0,Mensuel,0
4,23,26.21,1.0,Mensuel,1
2,33,82.9,,2 ans,0
11,7,,1.0,Mensuel,1
12,21,36.23,0.0,Mensuel,1
6,40,76.89,0.0,1 an,0
19,64,47.79,0.0,1 an,0
14,24,22.87,,Mensuel,1
18,40,114.58,,Mensuel,1
3,63,69.77,2.0,2 ans,0
20,26,106.28,1.0,1 an,0
5,21,93.89,2.0,2 ans,0
11,4,124.56,2.0,1 an,0
11,65,66.57,,1 an,0
20,8,67.94,1.0,Mensuel,1
7,16,49.43,4.0,Mensuel,1
6,10,84.31,1.0,1 an,0
9,51,71.0,0.0,1 an,1
9,26,96.11,0.0,2 ans,0
5,51,56.62,0.0,1 an,0
5,44,33.66,,Mensuel,1
6,2,108.55,2.0,1 an,0
12,22,107.72,2.0,1 an,0
9,1,57.02,1.0,Mensuel,0
10,5,92.52,5.0,1 an,1
18,34,74.36,1.0,Mensuel,1
6,19,98.19,1.0,Mensuel,0
22,7,,2.0,Mensuel,1
19,30,79.32,1.0,1 an,0
5,33,26.23,1.0,2 ans,0
8,71,38.63,0.0,Mensuel,0
5,47,99.88,1.0,1 an,0
7,28,59.67,2.0,1 an,0
9,34,24.33,2.0,1 an,0
4,7,37.24,2.0,Mensuel,1
1,28,61.16,1.0,2 ans,0
11,42,95.78,2.0,2 ans,0
17,2,,1.0,Mensuel,1
8,66,97.4,3.0,1 an,0
21,37,115.01,1.0,Mensuel,1
9,56,,1.0,1 an,0
22,20,109.17,0.0,Mensuel,0
6,60,33.4,1.0,1 an,0
13,27,64.74,1.0,Mensuel,1
19,66,32.08,2.0,1 an,0
2,38,25.36,2.0,Mensuel,1
23,46,,4.0,Mensuel,1
9,15,31.54,2.0,1 an,0
12,71,108.53,2.0,Mensuel,1
16,14,,3.0,Mensuel,1
16,3,122.22,1.0,1 an,0
1,32,73.8,1.0,1 an,0
21,60,90.08,1.0,Mensuel,1
15,66,40.79,,Mensuel,1
24,61,81.46,1.0,Mensuel,0
12,40,61.33,3.0,1 an,0
15,66,120.03,5.0,1 an,0
11,35,118.32,,Mensuel,1
22,34,,,Mensuel,1
20,13,,1.0,1 an,0
22,56,91.47,1.0,1 an,0
13,23,80.23,,Mensuel,1
19,14,34.97,3.0,Mensuel,1
9,27,88.37,0.0,Mensuel,1
12,43,104.69,0.0,Mensuel,1
19,20,58.79,2.0,Mensuel,1
2,26,71.77,1.0,Mensuel,0
18,24,,4.0,Mensuel,1
1,43,113.07,3.0,1 an,0
14,51,32.7,2.0,Mensuel,1
12,48,42.79,1.0,1 an,0
12,11,52.23,0.0,Mensuel,1
12,25,107.48,0.0,1 an,0
12,47,94.37,0.0,Mensuel,0
10,16,21.51,1.0,1 an,0
11,5,40.02,2.0,1 an,0
14,23,100.39,1.0,Mensuel,1
19,49,65.11,2.0,Mensuel,1
14,48,23.9,2.0,Mensuel,0
16,10,123.98,2.0,1 an,0
21,49,38.18,1.0,Mensuel,1
24,14,78.15,4.0,Mensuel,1
3,53,45.22,1.0,Mensuel,0
18,41,100.68,3.0,2 ans,0
6,9,99.8,1.0,1 an,0
5,25,60.76,1.0,1 an,0
20,59,,1.0,Mensuel,1
2,31,111.39,1.0,Mensuel,1
21,49,110.31,,Mensuel,0
19,54,66.3,0.0,2 ans,0
24,3,70.56,,1 an,0
17,67,116.25,3.0,Mensuel,0
21,24,25.48,2.0,1 an,0
3,57,22.47,3.0,1 an,0
22,34,,2.0,Mensuel,1
4,41,104.1,1.0,1 an,0
8,26,36.4,1.0,Mensuel,1
4,61,49.16,0.0,Mensuel,1
10,9,86.15,1.0,1 an,0
18,64,41.26,1.0,Mensuel,1
7,15,51.62,1.0,2 ans,0
20,63,72.2,3.0,1 an,0
15,2,,4.0,1 an,0
16,1,127.02,4.0,1 an,0
23,7,39.82,0.0,1 an,0
11,39,109.56,2.0,Mensuel,1
9,19,69.34,3.0,1 an,0
24,43,,3.0,Mensuel,0
14,59,33.65,1.0,2 ans,0
15,2,,1.0,Mensuel,1
8,38,57.04,1.0,1 an,0
6,53,44.41,2.0,1 an,0
5,31,,0.0,Mensuel,0
6,66,67.78,1.0,2 ans,0
5,48,114.84,,Mensuel,0
18,3,,2.0,Mensuel,1
2,39,38.51,1.0,1 an,0
16,28,84.79,1.0,Mensuel,0
23,10,,,Mensuel,1
19,68,41.51,3.0,Mensuel,0
10,16,,3.0,Mensuel,1
2,6,27.75,1.0,2 ans,0
21,16,103.61,0.0,2 ans,0
1,59,48.22,1.0,1 an,0
17,43,126.04,,Mensuel,1
17,59,40.98,0.0,Mensuel,0
5,33,56.41,3.0,2 ans,0
18,9,61.74,0.0,1 an,0
5,28,71.23,0.0,Mensuel,0
6,15,109.39,1.0,Mensuel,0
20,40,112.03,1.0,2 ans,0
24,20,23.1,3.0,1 an,0
7,69,62.51,0.0,Mensuel,1
23,27,112.63,2.0,1 an,0
22,23,21.85,1.0,Mensuel,1
19,70,,2.0,Mensuel,1
4,37,46.55,1.0,1 an,0
8,13,63.14,2.0,1 an,0
17,35,66.35,1.0,Mensuel,1
24,19,65.09,0.0,2 ans,0
20,51,118.22,2.0,1 an,0
11,41,76.85,2.0,Mensuel,0
6,52,112.77,3.0,1 an,0
24,67,101.94,3.0,1 an,0
7,52,56.55,3.0,1 an,0
9,25,71.77,3.0,2 ans,0
24,15,64.88,1.0,Mensuel,1
14,38,108.67,1.0,Mensuel,0
7,32,,1.0,Mensuel,0
1,23,113.64,2.0,2 ans,0
11,58,81.44,2.0,2 ans,0
24,65,,,Mensuel,1
11,28,74.8,2.0,Mensuel,1
17,49,80.7,1.0,1 an,0
7,70,89.03,0.0,Mensuel,1
19,1,92.2,1.0,Mensuel,1
19,26,44.66,2.0,2 ans,0
15,53,83.01,1.0,1 an,0
19,36,59.8,4.0,2 ans,1
14,57,88.43,4.0,1 an,0
10,34,77.71,0.0,Mensuel,0
18,5,40.77,0.0,2 ans,0
21,31,101.6,0.0,Mensuel,1
21,29,71.41,1.0,Mensuel,0
6,61,76.78,2.0,2 ans,0
17,11,93.33,1.0,1 an,0
1,12,85.29,2.0,2 ans,0
14,11,100.26,3.0,Mensuel,1
14,41,42.97,4.0,2 ans,0
9,71,32.12,1.0,1 an,0
24,44,95.61,0.0,Mensuel,1
22,58,,4.0,2 ans,0
1,61,31.46,3.0,1 an,0
6,43,33.84,2.0,1 an,0
5,44,52.17,0.0,1 an,0
22,18,130.06,1.0,1 an,0
13,69,37.59,3.0,2 ans,0
18,56,,1.0,1 an,0
20,62,121.33,1.0,Mensuel,0
19,70,125.43,2.0,Mensuel,0
3,25,43.26,1.0,2 ans,0
4,11,109.45,0.0,2 ans,0
10,62,35.22,1.0,2 ans,0
9,34,99.5,0.0,Mensuel,0
18,69,,4.0,Mensuel,1
4,50,61.45,2.0,1 an,0
9,19,46.29,1.0,1 an,0
6,26,92.37,0.0,Mensuel,1
5,44,,0.0,1 an,0
5,28,67.65,1.0,Mensuel,1
5,21,91.23,0.0,1 an,0
14,15,,1.0,Mensuel,1
10,47,,1.0,Mensuel,1
11,3,58.56,2.0,Mensuel,1
12,7,38.27,,2 ans,0
18,4,45.69,2.0,1 an,0
21,53,,3.0,2 ans,0
13,3,41.92,3.0,Mensuel,1
16,30,75.69,1.0,Mensuel,0
18,9,89.45,,Mensuel,1
17,42,67.75,3.0,1 an,0
4,3,63.52,4.0,Mensuel,1
24,2,107.99,3.0,1 an,0
4,30,50.76,0.0,2 ans,0
10,50,85.5,1.0,2 ans,0
16,8,116.42,2.0,Mensuel,1
10,36,43.8,0.0,1 an,0
6,58,83.77,1.0,Mensuel,0
23,45,,3.0,Mensuel,1
2,54,73.3,0.0,1 an,0
6,23,120.25,1.0,1 an,0
24,67,56.11,3.0,1 an,0
18,11,82.08,2.0,Mensuel,1
3,43,51.55,1.0,2 ans,0
19,31,21.97,2.0,2 ans,0
24,3,,1.0,Mensuel,1
3,68,44.39,3.0,2 ans,0
10,50,121.9,0.0,Mensuel,0
12,17,89.38,2.0,1 an,0
4,4,,4.0,2 ans,1
5,48,118.75,0.0,2 ans,0
5,39,78.12,2.0,2 ans,0
5,4,122.06,1.0,1 an,0
10,71,100.52,1.0,2 ans,0
12,51,75.84,4.0,1 an,0
6,33,87.35,0.0,Mensuel,1
7,17,40.46,0.0,Mensuel,1
5,20,21.47,0.0,1 an,0
20,33,49.45,1.0,Mensuel,0
6,5,64.88,1.0,1 an,0
22,27,46.71,2.0,2 ans,0
13,16,,2.0,1 an,0
20,9,92.88,,Mensuel,1
16,9,91.16,3.0,Mensuel,1
7,25,112.23,1.0,1 an,0
15,28,123.73,1.0,1 an,0
7,25,111.91,1.0,1 an,0
3,49,82.73,0.0,1 an,0
7,38,41.63,1.0,1 an,0
7,14,117.33,0.0,1 an,0
4,70,37.97,3.0,2 ans,0
1,52,35.14,2.0,Mensuel,1
23,34,,0.0,1 an,0
13,4,81.4,0.0,Mensuel,1
10,65,91.6,2.0,Mensuel,0
23,53,23.37,,Mensuel,1
6,33,99.93,1.0,1 an,0
10,12,38.97,1.0,1 an,0
21,8,53.97,,1 an,0
16,21,55.61,,Mensuel,0
10,17,55.33,2.0,Mensuel,1
7,15,98.54,2.0,Mensuel,1
1,29,24.09,0.0,1 an,0
3,4,40.0,0.0,1 an,0
4,24,22.52,3.0,2 ans,0
19,62,105.49,2.0,1 an,0
16,62,126.09,0.0,Mensuel,0
11,1,89.69,,Mensuel,1
19,49,85.2,4.0,Mensuel,1
4,71,112.25,0.0,1 an,0
6,42,46.48,1.0,Mensuel,1
10,28,27.69,1.0,1 an,0
23,35,77.79,2.0,1 an,0
15,16,48.84,2.0,1 an,0
21,29,70.77,2.0,Mensuel,1
6,67,,0.0,Mensuel,0
21,44,56.39,1.0,Mensuel,0
2,31,68.93,0.0,1 an,0
6,9,,0.0,Mensuel,1
13,65,32.94,0.0,2 ans,0
2,12,107.14,,1 an,0
21,52,,2.0,Mensuel,0
21,22,26.23,2.0,Mensuel,0
13,20,33.23,3.0,Mensuel,0
8,13,30.55,0.0,Mensuel,1
3,27,26.4,1.0,Mensuel,1
15,49,27.48,1.0,1 an,0
13,30,,2.0,Mensuel,1
19,2,112.99,1.0,2 ans,0
15,19,109.08,2.0,2 ans,0
4,12,99.6,,Mensuel,1
3,29,82.18,1.0,Mensuel,1
19,65,99.58,1.0,1 an,0
4,69,95.07,1.0,2 ans,0
23,71,119.35,1.0,1 an,0
3,8,94.05,1.0,Mensuel,1
18,35,,0.0,Mensuel,0
24,4,110.45,2.0,Mensuel,1
11,36,78.92,3.0,2 ans,0
2,41,41.48,0.0,1 an,0
22,55,,4.0,Mensuel,1
5,24,62.98,0.0,1 an,0
13,3,30.69,,Mensuel,1
24,33,40.62,1.0,Mensuel,1
18,31,24.04,0.0,Mensuel,0
2,45,50.24,1.0,1 an,0
20,8,126.66,3.0,1 an,0
4,44,58.65,2.0,1 an,0
18,29,47.35,1.0,Mensuel,1
15,53,,1.0,1 an,0
7,70,51.44,0.0,1 an,0
11,17,91.19,1.0,Mensuel,1
3,54,84.17,0.0,Mensuel,1
24,10,25.01,2.0,Mensuel,0
6,70,72.68,0.0,Mensuel,0
8,35,24.34,1.0,Mensuel,0
13,53,92.31,3.0,Mensuel,1
17,56,121.48,4.0,Mensuel,1
13,44,116.53,1.0,Mensuel,0
13,28,42.69,1.0,1 an,0
14,54,99.59,3.0,Mensuel,0
21,34,107.94,6.0,1 an,0
10,47,110.6,,Mensuel,1
20,44,49.76,0.0,Mensuel,1
19,33,70.18,2.0,Mensuel,1
24,9,46.37,3.0,1 an,0
22,21,,1.0,2 ans,0
20,67,93.0,2.0,Mensuel,0
6,37,,3.0,Mensuel,0
19,46,,,Mensuel,1
18,19,112.45,0.0,Mensuel,1
7,51,71.38,0.0,2 ans,0
17,35,127.78,3.0,Mensuel,0
7,16,101.93,2.0,2 ans,0
13,11,112.5,,1 an,1
20,29,105.37,2.0,Mensuel,1
5,41,31.12,1.0,2 ans,0
9,20,27.42,0.0,Mensuel,1
20,18,120.72,3.0,1 an,0
11,20,35.29,4.0,Mensuel,1
24,21,65.03,4.0,1 an,1
1,53,80.99,2.0,1 an,0
18,36,44.23,2.0,Mensuel,0
20,34,46.04,,1 an,0
23,12,73.0,1.0,Mensuel,1
4,39,56.82,0.0,Mensuel,1
24,69,96.42,2.0,1 an,0
10,53,28.58,1.0,Mensuel,0
9,32,,0.0,2 ans,0
9,22,38.73,2.0,1 an,0
16,26,85.93,1.0,1 an,0
16,2,33.68,2.0,Mensuel,1
12,3,41.66,0.0,Mensuel,1
2,56,100.83,2.0,2 ans,0
24,60,47.87,3.0,Mensuel,1
6,69,95.74,1.0,1 an,0
3,45,,2.0,Mensuel,1
15,66,,,Mensuel,0
10,30,,1.0,1 an,0
15,19,114.67,,1 an,0
22,18,65.17,,1 an,0
3,17,44.76,3.0,2 ans,0
7,53,75.59,1.0,Mensuel,0
13,1,61.62,4.0,Mensuel,1
19,68,106.77,,Mensuel,1
15,56,126.29,2.0,1 an,0
10,28,75.5,2.0,Mensuel,1
15,50,69.14,1.0,Mensuel,1
24,10,59.73,1.0,Mensuel,1
12,31,,0.0,1 an,0
22,8,74.57,4.0,1 an,1
19,8,40.76,2.0,2 ans,0
8,1,120.48,2.0,Mensuel,1
6,57,118.61,1.0,2 ans,0
19,53,68.55,2.0,Mensuel,1
5,64,55.77,1.0,Mensuel,0
9,70,91.11,1.0,Mensuel,1
6,69,105.13,2.0,Mensuel,0
15,71,74.11,1.0,Mensuel,0
8,2,54.7,2.0,Mensuel,1
16,56,53.41,,Mensuel,1
23,52,57.7,3.0,Mensuel,1
20,12,34.43,2.0,1 an,0
23,10,,1.0,1 an,0
1,70,30.5,1.0,1 an,0
11,63,62.43,1.0,Mensuel,0
6,24,105.74,2.0,2 ans,0
23,6,66.19,0.0,Mensuel,1
18,24,53.13,2.0,Mensuel,0
8,1,118.32,0.0,Mensuel,1
14,49,34.5,2.0,1 an,0
15,27,115.09,2.0,Mensuel,0
12,4,27.46,3.0,1 an,0
12,70,64.29,0.0,Mensuel,0
2,59,83.53,2.0,1 an,0
11,65,59.48,1.0,Mensuel,0
9,71,76.02,0.0,Mensuel,0
20,2,43.74,2.0,Mensuel,0
21,56,83.59,2.0,Mensuel,0
19,56,36.07,2.0,Mensuel,1
1,56,99.61,1.0,Mensuel,1
21,19,85.19,2.0,1 an,0
10,28,70.86,,Mensuel,0
10,66,26.46,1.0,Mensuel,1
23,5,76.67,2.0,Mensuel,0
21,46,83.0,5.0,Mensuel,1
2,57,46.77,1.0,Mensuel,0
9,57,90.81,2.0,1 an,0
18,43,29.72,,Mensuel,0
13,55,43.0,1.0,1 an,0
7,65,96.2,1.0,Mensuel,1
13,55,36.53,1.0,1 an,0
21,9,,,1 an,0
6,18,86.94,1.0,Mensuel,0
18,22,99.75,3.0,Mensuel,1
18,25,27.01,0.0,Mensuel,0
22,26,35.64,3.0,2 ans,0
8,16,66.58,0.0,2 ans,0
6,49,81.0,0.0,Mensuel,0
14,8,69.07,1.0,1 an,0
13,56,89.13,1.0,Mensuel,0
10,47,99.34,1.0,Mensuel,0
19,69,123.95,2.0,1 an,0
20,1,59.53,,Mensuel,1
6,21,37.1,2.0,1 an,0
20,64,50.24,2.0,1 an,0
6,36,35.57,1.0,Mensuel,0
10,40,61.75,2.0,1 an,0
1,3,107.26,2.0,1 an,0
9,55,56.61,0.0,Mensuel,0
24,18,38.37,2.0,Mensuel,1
11,69,75.41,1.0,2 ans,0
18,27,128.0,1.0,Mensuel,0
3,14,,,Mensuel,1
16,43,104.16,0.0,1 an,0
9,34,105.9,2.0,2 ans,0
18,34,64.58,2.0,2 ans,0
23,68,89.79,1.0,Mensuel,0
13,26,66.54,1.0,Mensuel,1
3,29,46.63,0.0,1 an,0
12,45,65.61,5.0,1 an,0
3,13,29.79,1.0,2 ans,0
11,59,94.64,0.0,2 ans,0
2,17,103.37,3.0,1 an,0
16,18,54.05,2.0,Mensuel,1
8,1,78.98,3.0,1 an,0
5,25,43.97,1.0,Mensuel,1
1,42,32.75,0.0,Mensuel,1
22,51,94.25,3.0,Mensuel,0
21,64,36.32,0.0,1 an,0
20,56,106.31,3.0,1 an,0
2,23,47.38,0.0,2 ans,0
9,59,105.39,2.0,2 ans,0
24,14,62.54,2.0,1 an,0
14,15,60.1,2.0,1 an,0
4,26,96.3,1.0,Mensuel,1
4,39,71.95,4.0,1 an,0
7,15,41.14,,Mensuel,1
24,64,115.54,0.0,Mensuel,0
5,20,,1.0,Mensuel,1
22,28,33.04,2.0,1 an,0
17,43,65.89,1.0,1 an,0
23,31,84.8,3.0,2 ans,0
20,29,87.68,1.0,2 ans,0
8,70,,1.0,2 ans,0
20,31,80.27,,Mensuel,0
5,9,43.11,2.0,2 ans,0
7,52,47.37,2.0,2 ans,0
6,51,30.74,1.0,2 ans,0
4,16,,1.0,Mensuel,1
3,61,,1.0,Mensuel,1
5,28,81.98,0.0,2 ans,0
3,11,80.39,3.0,Mensuel,1
10,13,102.41,2.0,Mensuel,1
2,51,27.58,1.0,1 an,0
2,16,40.47,2.0,Mensuel,1
24,34,122.05,1.0,Mensuel,0
3,53,77.9,3.0,2 ans,0
2,61,66.05,1.0,2 ans,0
1,35,,0.0,2 ans,0
4,65,111.69,1.0,Mensuel,0
13,22,48.72,0.0,Mensuel,1
20,62,119.25,1.0,Mensuel,0
18,18,33.15,3.0,Mensuel,1
14,5,,1.0,Mensuel,1
3,52,36.8,0.0,2 ans,0
19,54,50.27,2.0,2 ans,0
1,66,29.66,2.0,1 an,0
16,66,106.91,2.0,Mensuel,1
10,8,,1.0,Mensuel,1
22,45,54.24,,Mensuel,1
8,51,54.16,1.0,Mensuel,0
16,43,51.02,5.0,Mensuel,1
11,2,37.03,4.0,Mensuel,1
13,4,103.9,,1 an,0
23,48,28.57,1.0,1 an,0
18,61,,1.0,Mensuel,1
10,13,,2.0,Mensuel,1
11,4,,3.0,Mensuel,1
17,29,78.03,2.0,Mensuel,1
9,23,123.43,2.0,1 an,0
5,70,107.09,2.0,2 ans,0
12,66,95.89,1.0,2 ans,0
2,40,22.34,2.0,1 an,0
5,68,27.3,2.0,Mensuel,0
11,17,103.72,0.0,Mensuel,1
20,71,62.41,2.0,Mensuel,0
19,32,93.64,3.0,Mensuel,1
7,34,96.37,3.0,2 ans,0
11,4,64.92,3.0,Mensuel,0
4,13,34.79,1.0,Mensuel,1
19,14,63.26,0.0,Mensuel,0
6,35,109.43,,Mensuel,0
20,14,57.5,1.0,2 ans,0
21,8,28.55,0.0,Mensuel,0
17,43,123.98,1.0,Mensuel,1
8,62,90.75,0.0,Mensuel,0
23,5,81.17,1.0,1 an,0
17,40,110.07,2.0,Mensuel,0
16,69,65.1,2.0,1 an,0
21,29,128.82,1.0,Mensuel,1
22,13,115.41,1.0,Mensuel,1
2,6,48.26,0.0,2 ans,0
22,67,62.32,,Mensuel,0
19,29,,0.0,Mensuel,0
5,8,87.43,2.0,1 an,0
8,62,86.49,1.0,Mensuel,1
19,57,77.9,3.0,Mensuel,0
6,50,119.12,0.0,2 ans,0
11,6,70.15,2.0,Mensuel,1
17,6,105.22,1.0,Mensuel,1
16,16,91.41,4.0,Mensuel,1
22,12,78.38,4.0,1 an,1
3,38,24.42,,Mensuel,1
8,28,88.36,1.0,Mensuel,0
24,55,92.69,1.0,Mensuel,1
14,8,34.32,3.0,1 an,0
6,52,101.76,0.0,2 ans,0
7,67,68.44,1.0,Mensuel,0
9,10,54.24,0.0,Mensuel,1
14,47,108.18,2.0,Mensuel,0
7,37,55.75,1.0,1 an,0
15,7,87.19,1.0,Mensuel,1
11,21,85.35,0.0,1 an,0
15,56,26.82,3.0,Mensuel,0
4,62,63.1,5.0,2 ans,0
15,27,44.85,0.0,1 an,0
23,8,,6.0,Mensuel,1
4,18,86.61,0.0,2 ans,0
8,60,21.78,1.0,2 ans,0
17,41,,0.0,Mensuel,1
15,31,63.16,,Mensuel,0
17,1,53.35,3.0,1 an,0
14,56,118.33,,Mensuel,0
17,34,,4.0,Mensuel,1
15,39,86.39,2.0,Mensuel,0
2,60,89.97,1.0,2 ans,0
19,40,115.53,,Mensuel,0
11,66,34.41,1.0,1 an,0
2,40,28.29,1.0,1 an,0
10,25,,1.0,Mensuel,0
11,66,21.8,2.0,2 ans,0
3,46,,,Mensuel,0
24,54,,1.0,Mensuel,0
6,17,76.89,4.0,Mensuel,1
8,48,101.58,2.0,1 an,0
11,40,124.43,3.0,Mensuel,0
20,8,26.73,,Mensuel,1
18,19,,2.0,Mensuel,1
19,65,98.85,4.0,Mensuel,1
6,41,,0.0,Mensuel,0
21,55,118.79,3.0,Mensuel,1
20,13,71.13,3.0,Mensuel,1
12,16,38.19,1.0,Mensuel,1
14,67,111.4,1.0,1 an,0
1,30,114.29,1.0,1 an,0
19,63,32.3,2.0,Mensuel,0
24,58,,2.0,Mensuel,1
12,24,43.49,2.0,Mensuel,1
13,68,21.75,0.0,2 ans,0
12,56,48.26,0.0,Mensuel,0
2,10,,1.0,Mensuel,1
15,7,36.2,2.0,Mensuel,1
18,9,,0.0,Mensuel,1
23,53,102.89,2.0,Mensuel,1
23,11,66.44,2.0,Mensuel,1
12,21,36.52,1.0,1 an,0
24,31,47.3,2.0,Mensuel,1
13,10,104.65,2.0,1 an,0
16,24,87.7,2.0,1 an,0
15,49,,,Mensuel,1
24,70,32.76,1.0,2 ans,0
18,34,70.67,2.0,1 an,0
3,54,100.58,0.0,2 ans,0
2,38,46.78,2.0,1 an,0
10,34,38.36,2.0,Mensuel,1
13,37,61.21,0.0,Mensuel,1
17,69,57.05,1.0,Mensuel,0
12,5,40.39,,Mensuel,1
13,37,121.42,4.0,Mensuel,1
23,4,,3.0,Mensuel,1
9,63,83.62,,Mensuel,0
12,43,33.65,2.0,2 ans,0
14,4,,2.0,1 an,1
12,45,79.14,1.0,1 an,0
24,31,,1.0,Mensuel,0
24,4,,0.0,Mensuel,1
13,70,103.33,2.0,2 ans,0
11,27,52.61,2.0,1 an,0
15,2,82.64,1.0,1 an,0
5,44,114.66,0.0,1 an,0
11,27,86.09,,Mensuel,1
6,47,93.1,0.0,1 an,0
4,12,109.0,0.0,2 ans,0
3,59,113.52,1.0,1 an,0
15,30,43.31,1.0,Mensuel,0
1,30,39.58,3.0,1 an,0
16,58,79.94,1.0,Mensuel,1
11,39,124.75,1.0,2 ans,0
9,1,71.42,2.0,1 an,0
19,42,57.25,2.0,Mensuel,0
13,46,77.57,,Mensuel,1
18,23,28.39,5.0,Mensuel,1
18,13,40.51,5.0,Mensuel,1
1,4,34.89,0.0,1 an,0
6,61,23.29,1.0,2 ans,0
14,1,97.43,1.0,1 an,0
24,42,,1.0,Mensuel,1
4,60,37.33,1.0,1 an,0
3,26,71.84,1.0,1 an,0
23,15,,4.0,Mensuel,1
24,51,65.23,1.0,Mensuel,1
5,45,52.45,1.0,1 an,0
10,2,21.2,3.0,2 ans,0
16,41,94.63,2.0,Mensuel,0
5,1,31.61,1.0,Mensuel,1
8,29,43.19,3.0,1 an,0
10,22,40.56,0.0,Mensuel,0
16,60,56.6,0.0,Mensuel,1
8,70,37.12,1.0,1 an,0
10,50,56.84,2.0,Mensuel,0
7,53,45.48,1.0,1 an,0
19,2,28.17,1.0,2 ans,0
4,5,,2.0,1 an,0
6,56,51.66,1.0,1 an,0
6,31,30.17,1.0,1 an,0
22,36,78.74,,Mensuel,1
23,50,35.42,3.0,Mensuel,0
13,25,102.39,1.0,1 an,0
4,49,26.5,0.0,1 an,0
19,52,71.67,2.0,Mensuel,0
12,18,119.85,0.0,Mensuel,1
21,49,39.02,4.0,1 an,0
9,13,41.53,0.0,Mensuel,1
24,23,88.05,2.0,1 an,0
20,56,127.73,1.0,Mensuel,0
6,70,59.86,1.0,1 an,0
18,5,91.14,1.0,Mensuel,1
7,47,36.15,2.0,Mensuel,1
9,41,87.07,1.0,1 an,0
7,44,46.45,2.0,1 an,0
17,56,86.99,1.0,Mensuel,1
7,5,29.62,2.0,Mensuel,0
16,53,77.22,0.0,Mensuel,1
14,20,,1.0,Mensuel,1
19,11,,2.0,Mensuel,1
24,32,104.24,1.0,Mensuel,1
1,2,104.81,,1 an,0
24,45,131.16,3.0,Mensuel,0
3,41,66.51,1.0,1 an,0
13,37,,0.0,Mensuel,1
9,3,,,Mensuel,1
16,55,117.72,,Mensuel,0
18,3,87.6,2.0,2 ans,1
21,19,67.54,2.0,Mensuel,0
10,29,65.91,1.0,2 ans,0
23,50,104.96,3.0,Mensuel,0
8,29,106.49,2.0,Mensuel,1
5,58,102.54,5.0,Mensuel,1
10,67,,,Mensuel,0
13,55,60.09,0.0,1 an,0
17,3,122.52,1.0,1 an,0
20,55,90.31,,Mensuel,1
6,15,75.98,2.0,1 an,0
8,64,82.26,1.0,Mensuel,0
23,70,90.92,3.0,Mensuel,0
11,6,95.28,1.0,1 an,0
6,8,76.96,1.0,Mensuel,1
24,50,,3.0,Mensuel,0
11,11,110.58,1.0,2 ans,0
24,69,70.65,2.0,2 ans,0
23,39,40.38,1.0,Mensuel,0
22,41,84.76,2.0,Mensuel,0
14,62,86.71,1.0,1 an,0
20,16,78.31,0.0,Mensuel,1
24,40,119.96,,Mensuel,0
7,71,30.07,2.0,Mensuel,0
1,2,48.74,1.0,2 ans,0
8,13,109.82,2.0,2 ans,0
16,11,121.37,2.0,1 an,0
14,24,,1.0,Mensuel,0
